t,accepted_steps,residual_evals,jacobian_evals,error_test_failures,accepted_steps_faults,residual_evals_faults,jacobian_evals_faults,error_test_failures_faults
0,0,0,0,0,200,200,200,198
0.01,0.0419526000799,0.0348116596872,0.195072127678,0,200,200,200,198
0.02,0.0454486500866,0.0374894796632,0.214579340446,0,200,200,200,198
0.03,0.0454486500866,0.0374894796632,0.214579340446,0,200,200,200,198
0.04,0.0489447000933,0.0401672996391,0.234086553214,0,200,200,200,198
0.05,0.0489447000933,0.0401672996391,0.234086553214,0,200,200,200,198
0.06,0.0489447000933,0.0401672996391,0.234086553214,0,200,200,200,198
0.07,0.0524407500999,0.0428451196151,0.253593765982,0,200,200,200,198
0.08,0.0524407500999,0.0428451196151,0.253593765982,0,200,200,200,198
0.09,0.0524407500999,0.0428451196151,0.253593765982,0,200,200,200,198
0.1,0.0524407500999,0.0428451196151,0.253593765982,0,200,200,200,198
0.11,0.0524407500999,0.0428451196151,0.253593765982,0,200,200,200,198
0.12,0.0524407500999,0.0428451196151,0.253593765982,0,200,200,200,198
0.13,0.0524407500999,0.0428451196151,0.253593765982,0,200,200,200,198
0.14,0.0559368001066,0.045522939591,0.273100978749,0,200,200,200,198
0.15,0.0559368001066,0.045522939591,0.273100978749,0,200,200,200,198
0.16,0.0559368001066,0.045522939591,0.273100978749,0,200,200,200,198
0.17,0.0559368001066,0.045522939591,0.273100978749,0,200,200,200,198
0.18,0.0559368001066,0.045522939591,0.273100978749,0,200,200,200,198
0.19,0.0559368001066,0.045522939591,0.273100978749,0,200,200,200,198
0.2,0.0559368001066,0.045522939591,0.273100978749,0,200,200,200,198
0.21,0.0559368001066,0.045522939591,0.273100978749,0,200,200,200,198
0.22,0.0559368001066,0.045522939591,0.273100978749,0,200,200,200,198
0.23,0.0559368001066,0.045522939591,0.273100978749,0,200,200,200,198
0.24,0.0559368001066,0.045522939591,0.273100978749,0,200,200,200,198
0.25,0.0559368001066,0.045522939591,0.273100978749,0,200,200,200,198
0.26,0.0559368001066,0.045522939591,0.273100978749,0,200,200,200,198
0.27,0.0559368001066,0.045522939591,0.273100978749,0,200,200,200,198
0.28,0.0594328501132,0.048200759567,0.292608191517,0,200,200,200,198
0.29,0.0594328501132,0.048200759567,0.292608191517,0,200,200,200,198
0.3,0.0594328501132,0.048200759567,0.292608191517,0,200,200,200,198
0.31,0.0594328501132,0.048200759567,0.292608191517,0,200,200,200,198
0.32,0.0594328501132,0.048200759567,0.292608191517,0,200,200,200,198
0.33,0.0594328501132,0.048200759567,0.292608191517,0,200,200,200,198
0.34,0.0594328501132,0.048200759567,0.292608191517,0,200,200,200,198
0.35,0.0594328501132,0.048200759567,0.292608191517,0,200,200,200,198
0.36,0.0594328501132,0.048200759567,0.292608191517,0,200,200,200,198
0.37,0.0594328501132,0.048200759567,0.292608191517,0,200,200,200,198
0.38,0.0594328501132,0.048200759567,0.292608191517,0,200,200,200,198
0.39,0.0594328501132,0.048200759567,0.292608191517,0,200,200,200,198
