t,accepted_steps,residual_evals,jacobian_evals,error_test_failures,accepted_steps_faults,residual_evals_faults,jacobian_evals_faults,error_test_failures_faults
0,0,0,0,0,37,37,37,37
0.01,0.0369835487384,0.0249247096037,0.158551878927,0,37,37,37,37
0.02,0.0400655111333,0.0270017687374,0.17440706682,0,37,37,37,37
0.03,0.0400655111333,0.0270017687374,0.17440706682,0,37,37,37,37
0.04,0.0431474735281,0.029078827871,0.190262254712,0,37,37,37,37
0.05,0.0431474735281,0.029078827871,0.190262254712,0,37,37,37,37
0.06,0.0431474735281,0.029078827871,0.190262254712,0,37,37,37,37
0.07,0.046229435923,0.0311558870047,0.206117442605,0,37,37,37,37
0.08,0.046229435923,0.0311558870047,0.206117442605,0,37,37,37,37
0.09,0.046229435923,0.0311558870047,0.206117442605,0,37,37,37,37
0.1,0.046229435923,0.0311558870047,0.206117442605,0,37,37,37,37
0.11,0.046229435923,0.0311558870047,0.206117442605,0,37,37,37,37
0.12,0.046229435923,0.0311558870047,0.206117442605,0,37,37,37,37
0.13,0.046229435923,0.0311558870047,0.206117442605,0,37,37,37,37
0.14,0.0493113983179,0.0332329461383,0.221972630498,0,37,37,37,37
0.15,0.0493113983179,0.0332329461383,0.221972630498,0,37,37,37,37
0.16,0.0493113983179,0.0332329461383,0.221972630498,0,37,37,37,37
0.17,0.0493113983179,0.0332329461383,0.221972630498,0,37,37,37,37
0.18,0.0493113983179,0.0332329461383,0.221972630498,0,37,37,37,37
0.19,0.0493113983179,0.0332329461383,0.221972630498,0,37,37,37,37
0.2,0.0493113983179,0.0332329461383,0.221972630498,0,37,37,37,37
0.21,0.0493113983179,0.0332329461383,0.221972630498,0,37,37,37,37
0.22,0.0493113983179,0.0332329461383,0.221972630498,0,37,37,37,37
0.23,0.0493113983179,0.0332329461383,0.221972630498,0,37,37,37,37
0.24,0.0493113983179,0.0332329461383,0.221972630498,0,37,37,37,37
0.25,0.0493113983179,0.0332329461383,0.221972630498,0,37,37,37,37
0.26,0.0493113983179,0.0332329461383,0.221972630498,0,37,37,37,37
0.27,0.0493113983179,0.0332329461383,0.221972630498,0,37,37,37,37
0.28,0.0523933607127,0.035310005272,0.23782781839,0,37,37,37,37
0.29,0.0523933607127,0.035310005272,0.23782781839,0,37,37,37,37
0.3,0.0523933607127,0.035310005272,0.23782781839,0,37,37,37,37
0.31,0.0523933607127,0.035310005272,0.23782781839,0,37,37,37,37
0.32,0.0523933607127,0.035310005272,0.23782781839,0,37,37,37,37
0.33,0.0523933607127,0.035310005272,0.23782781839,0,37,37,37,37
0.34,0.0523933607127,0.035310005272,0.23782781839,0,37,37,37,37
0.35,0.0523933607127,0.035310005272,0.23782781839,0,37,37,37,37
0.36,0.0523933607127,0.035310005272,0.23782781839,0,37,37,37,37
0.37,0.0523933607127,0.035310005272,0.23782781839,0,37,37,37,37
0.38,0.0523933607127,0.035310005272,0.23782781839,0,37,37,37,37
0.39,0.0523933607127,0.035310005272,0.23782781839,0,37,37,37,37
0.4,0.0523933607127,0.035310005272,0.23782781839,0,37,37,37,37
0.41,0.0523933607127,0.035310005272,0.23782781839,0,37,37,37,37
0.42,0.0523933607127,0.035310005272,0.23782781839,0,37,37,37,37
0.43,0.0523933607127,0.035310005272,0.23782781839,0,37,37,37,37
0.44,0.0523933607127,0.035310005272,0.23782781839,0,37,37,37,37
0.45,0.0523933607127,0.035310005272,0.23782781839,0,37,37,37,37
0.46,0.0523933607127,0.035310005272,0.23782781839,0,37,37,37,37
0.47,0.0523933607127,0.035310005272,0.23782781839,0,37,37,37,37
0.48,0.0523933607127,0.035310005272,0.23782781839,0,37,37,37,37
0.49,0.0523933607127,0.035310005272,0.23782781839,0,37,37,37,37
0.5,0.0523933607127,0.035310005272,0.23782781839,0,37,37,37,37
0.51,0.0523933607127,0.035310005272,0.23782781839,0,37,37,37,37
0.52,0.0523933607127,0.035310005272,0.23782781839,0,37,37,37,37
0.53,0.0523933607127,0.035310005272,0.23782781839,0,37,37,37,37
0.54,0.0523933607127,0.035310005272,0.23782781839,0,37,37,37,37
0.55,0.0554753231076,0.0373870644056,0.253683006283,0,37,37,37,37
0.56,0.0554753231076,0.0373870644056,0.253683006283,0,37,37,37,37
0.57,0.0554753231076,0.0373870644056,0.253683006283,0,37,37,37,37
0.58,0.0554753231076,0.0373870644056,0.253683006283,0,37,37,37,37
0.59,0.0554753231076,0.0373870644056,0.253683006283,0,37,37,37,37
0.6,0.0554753231076,0.0373870644056,0.253683006283,0,37,37,37,37
0.61,0.0554753231076,0.0373870644056,0.253683006283,0,37,37,37,37
0.62,0.0554753231076,0.0373870644056,0.253683006283,0,37,37,37,37
0.63,0.0554753231076,0.0373870644056,0.253683006283,0,37,37,37,37
0.64,0.0554753231076,0.0373870644056,0.253683006283,0,37,37,37,37
0.65,0.0554753231076,0.0373870644056,0.253683006283,0,37,37,37,37
0.66,0.0554753231076,0.0373870644056,0.253683006283,0,37,37,37,37
0.67,0.0554753231076,0.0373870644056,0.253683006283,0,37,37,37,37
0.68,0.0554753231076,0.0373870644056,0.253683006283,0,37,37,37,37
0.69,0.0554753231076,0.0373870644056,0.253683006283,0,37,37,37,37
0.7,0.0554753231076,0.0373870644056,0.253683006283,0,37,37,37,37
0.71,0.0554753231076,0.0373870644056,0.253683006283,0,37,37,37,37
0.72,0.0554753231076,0.0373870644056,0.253683006283,0,37,37,37,37
0.73,0.0554753231076,0.0373870644056,0.253683006283,0,37,37,37,37
0.74,0.0554753231076,0.0373870644056,0.253683006283,0,37,37,37,37
0.75,0.0554753231076,0.0373870644056,0.253683006283,0,37,37,37,37
0.76,0.0554753231076,0.0373870644056,0.253683006283,0,37,37,37,37
0.77,0.0554753231076,0.0373870644056,0.253683006283,0,37,37,37,37
0.78,0.0554753231076,0.0373870644056,0.253683006283,0,37,37,37,37
0.79,0.0554753231076,0.0373870644056,0.253683006283,0,37,37,37,37
0.8,0.0554753231076,0.0373870644056,0.253683006283,0,37,37,37,37
0.81,0.0554753231076,0.0373870644056,0.253683006283,0,37,37,37,37
0.82,0.0554753231076,0.0373870644056,0.253683006283,0,37,37,37,37
0.83,0.0554753231076,0.0373870644056,0.253683006283,0,37,37,37,37
0.84,0.0554753231076,0.0373870644056,0.253683006283,0,37,37,37,37
0.85,0.0554753231076,0.0373870644056,0.253683006283,0,37,37,37,37
0.86,0.0554753231076,0.0373870644056,0.253683006283,0,37,37,37,37
0.87,0.0554753231076,0.0373870644056,0.253683006283,0,37,37,37,37
0.88,0.0554753231076,0.0373870644056,0.253683006283,0,37,37,37,37
0.89,0.0554753231076,0.0373870644056,0.253683006283,0,37,37,37,37
0.9,0.0554753231076,0.0373870644056,0.253683006283,0,37,37,37,37
0.91,0.0554753231076,0.0373870644056,0.253683006283,0,37,37,37,37
0.92,0.0554753231076,0.0373870644056,0.253683006283,0,37,37,37,37
0.93,0.0554753231076,0.0373870644056,0.253683006283,0,37,37,37,37
0.94,0.0554753231076,0.0373870644056,0.253683006283,0,37,37,37,37
0.95,0.0554753231076,0.0373870644056,0.253683006283,0,37,37,37,37
0.96,0.0554753231076,0.0373870644056,0.253683006283,0,37,37,37,37
0.97,0.0554753231076,0.0373870644056,0.253683006283,0,37,37,37,37
0.98,0.0554753231076,0.0373870644056,0.253683006283,0,37,37,37,37
0.99,0.0554753231076,0.0373870644056,0.253683006283,0,37,37,37,37
1,0.0585572855025,0.0549924485403,0.301248569961,0,37,37,37,37
1.01,0.167031206188,0.172713426621,0.465518879802,0.274188399188,37,37,37,37
1.02,0.191588454104,0.199537705439,0.48948534432,0.310596510597,37,37,37,37
1.03,0.216277551139,0.23418747972,0.526433914256,0.361526986527,37,37,37,37
1.04,0.247982518078,0.284153456695,0.573151825484,0.509415734416,37,37,37,37
1.05,0.274840843294,0.316440254575,0.592027048163,0.558498908499,37,37,37,37
1.06,0.294391507919,0.338179168712,0.602787557412,0.567507917508,37,37,37,37
1.07,0.306509636931,0.349929644552,0.611996418998,0.576016426016,37,37,37,37
1.08,0.315242834547,0.357441313236,0.615642755357,0.578095428095,37,37,37,37
1.09,0.322731543724,0.363704552688,0.618601868245,0.578095428095,37,37,37,37
1.1,0.328497229727,0.368776029816,0.620664465515,0.578095428095,37,37,37,37
1.11,0.334131378449,0.373599169657,0.622008432432,0.578095428095,37,37,37,37
1.12,0.338954688389,0.377795044427,0.623690170973,0.578095428095,37,37,37,37
1.13,0.343575586598,0.38165132326,0.625156343028,0.578095428095,37,37,37,37
1.14,0.348041876782,0.385582893816,0.627344351098,0.583009433009,37,37,37,37
