t,SampledSignalSource_SRC1_out,DelaySmooth_DS1_out,Ieeest_PSS1_vss
1.1958333333333304e+00,0.0000000000000000e+00,9.9999999999999956e-01,1.0000000000000011e+00
1.1999999999999971e+00,0.0000000000000000e+00,1.0000000000000082e+00,1.0000000000000102e+00
1.2041666666666637e+00,0.0000000000000000e+00,1.0000000000000082e+00,1.0000000000000004e+00
1.2083333333333304e+00,0.0000000000000000e+00,9.9999999999999800e-01,9.9999999987646682e-01
1.2124999999999970e+00,0.0000000000000000e+00,9.9999999999977573e-01,9.9999999999998468e-01
1.2166666666666637e+00,0.0000000000000000e+00,9.9999999988866017e-01,9.9999999999168177e-01
1.2208333333333303e+00,0.0000000000000000e+00,9.9999997641675498e-01,9.9999999797263872e-01
1.2249999999999970e+00,0.0000000000000000e+00,9.9999778905433090e-01,9.9999977810821117e-01
1.2291666666666636e+00,0.0000000000000000e+00,9.9990465787408955e-01,9.9998863299603347e-01
1.2333333333333303e+00,0.0000000000000000e+00,9.9802987867095672e-01,9.9971495285854872e-01
1.2374999999999969e+00,0.0000000000000000e+00,9.7959662549849713e-01,9.9632292307085324e-01
1.2416666666666636e+00,0.0000000000000000e+00,8.8840008163059592e-01,9.7416389877203724e-01
1.2458333333333302e+00,0.0000000000000000e+00,6.5535557778929310e-01,8.9408446866414559e-01
1.2499999999999969e+00,0.0000000000000000e+00,3.4088541782488357e-01,7.2422365769715236e-01
1.2541666666666635e+00,0.0000000000000000e+00,1.1270658497599816e-01,4.9520206685129975e-01
1.2583333333333302e+00,0.0000000000000000e+00,2.2354511513969225e-02,2.7628524630851475e-01
1.2624999999999968e+00,0.0000000000000000e+00,2.5885001073639034e-03,1.0727282206614229e-01
1.2666666666666635e+00,0.0000000000000000e+00,1.7327228185035008e-04,-1.0558418175486495e-02
1.2708333333333302e+00,0.0000000000000000e+00,6.7022935420870308e-06,-8.8960026369963294e-02
1.2749999999999968e+00,0.0000000000000000e+00,1.4681563422779483e-07,-1.3907481547998390e-01
1.2791666666666635e+00,0.0000000000000000e+00,-2.2124053325976922e-10,-1.6922937540288630e-01
1.2833333333333301e+00,0.0000000000000000e+00,-1.0197018750083635e-10,-1.8543432699468029e-01
1.2874999999999968e+00,0.0000000000000000e+00,-3.2263645513708219e-11,-1.9200579122215089e-01
1.2916666666666634e+00,0.0000000000000000e+00,2.8251080171292224e-10,-1.9203429297160995e-01
1.2958333333333301e+00,0.0000000000000000e+00,-1.2236509368046611e-10,-1.8772497481452247e-01
1.2999999999999967e+00,0.0000000000000000e+00,8.0625060408264493e-11,-1.8064212898023121e-01
1.3041666666666634e+00,0.0000000000000000e+00,-5.6792598023548597e-11,-1.7188887576793160e-01
1.3083333333333300e+00,0.0000000000000000e+00,3.8318981567130612e-11,-1.6223623959552866e-01
1.3124999999999967e+00,0.0000000000000000e+00,-2.4903920040575442e-11,-1.5221677014078688e-01
1.3166666666666633e+00,0.0000000000000000e+00,1.5699997544703457e-11,-1.4219229451282481e-01
1.3208333333333300e+00,0.0000000000000000e+00,-4.5866642544385610e-11,-1.3240272946374784e-01
1.3249999999999966e+00,0.0000000000000000e+00,-1.2267304789347959e-10,-1.2300117719036152e-01
1.3291666666666633e+00,0.0000000000000000e+00,6.5790047616019931e-11,-1.1408103719059412e-01
1.3333333333333299e+00,0.0000000000000000e+00,1.1688080881156419e-11,-1.0569232752427524e-01
1.3374999999999966e+00,0.0000000000000000e+00,-2.9363301678531392e-11,-9.7855349381804221e-02
1.3416666666666632e+00,0.0000000000000000e+00,1.6372055173236233e-11,-9.0570397906650321e-02
1.3458333333333299e+00,0.0000000000000000e+00,9.1247869637984864e-12,-8.3824681993541192e-02
1.3499999999999965e+00,0.0000000000000000e+00,-1.7755025964584995e-11,-7.7596921080080400e-02
1.3541666666666632e+00,0.0000000000000000e+00,7.6610496231862257e-12,-7.1860579624342433e-02
1.3583333333333298e+00,0.0000000000000000e+00,1.0729534566918914e-11,-6.6586426028953261e-02
1.3624999999999965e+00,0.0000000000000000e+00,-1.0550305370909488e-11,-6.1744060479293872e-02
1.3666666666666631e+00,0.0000000000000000e+00,7.1156964169092931e-13,-5.7303049433044914e-02
1.3708333333333298e+00,0.0000000000000000e+00,1.2190219203173150e-11,-5.3233628317931450e-02
1.3749999999999964e+00,0.0000000000000000e+00,2.2367387933125556e-11,-4.9507113421668109e-02
1.3791666666666631e+00,0.0000000000000000e+00,4.4341303768741803e-11,-4.6096325412292506e-02
1.3833333333333298e+00,0.0000000000000000e+00,2.8728526823137712e-12,-4.2975952022557877e-02
1.3874999999999964e+00,0.0000000000000000e+00,-4.5848032157323507e-11,-4.0122100535817377e-02
1.3916666666666631e+00,0.0000000000000000e+00,-1.3024047522774443e-11,-3.7512656131981327e-02
1.3958333333333297e+00,0.0000000000000000e+00,1.3907011760493187e-11,-3.5127065670757435e-02
1.3999999999999964e+00,0.0000000000000000e+00,2.0746220252510587e-11,-3.2946385740225660e-02
1.4041666666666630e+00,0.0000000000000000e+00,4.5085403279161290e-12,-3.0953006599322062e-02
1.4083333333333297e+00,0.0000000000000000e+00,-1.1873626813452340e-11,-2.9130827870265334e-02
1.4124999999999963e+00,0.0000000000000000e+00,-7.3951936442085703e-12,-2.7465073653871148e-02
1.4166666666666630e+00,0.0000000000000000e+00,3.8673385834205374e-12,-2.5942256933594861e-02
1.4208333333333296e+00,0.0000000000000000e+00,7.5061902509894499e-12,-2.4550001280658124e-02
1.4249999999999963e+00,0.0000000000000000e+00,-3.5990468448071523e-12,-2.3276983785358779e-02
1.4291666666666629e+00,0.0000000000000000e+00,-1.4544128704161303e-11,-2.2112804585693396e-02
1.4333333333333296e+00,0.0000000000000000e+00,-3.1805240568499212e-12,-2.1047961324297652e-02
1.4374999999999962e+00,0.0000000000000000e+00,5.7152849402245971e-12,-2.0073772187975399e-02
1.4416666666666629e+00,0.0000000000000000e+00,2.6209111880060494e-12,-1.9182308797595596e-02
1.4458333333333295e+00,0.0000000000000000e+00,-8.5088368341029883e-12,-1.8366333412180903e-02
1.4499999999999962e+00,0.0000000000000000e+00,-7.7486823453440421e-12,-1.7619228822147729e-02
1.4541666666666628e+00,0.0000000000000000e+00,1.7471432551670294e-12,-1.6934952440919339e-02
1.4583333333333295e+00,0.0000000000000000e+00,5.0222520052923527e-12,-1.6307985422173970e-02
1.4624999999999961e+00,0.0000000000000000e+00,-2.7191417502166485e-12,-1.5733287127459545e-02
1.4666666666666628e+00,0.0000000000000000e+00,-1.5888551229678077e-11,-1.5206255497981548e-02
1.4708333333333294e+00,0.0000000000000000e+00,-5.1009216292292551e-12,-1.4722696191848744e-02
1.4749999999999961e+00,0.0000000000000000e+00,1.4441986859593536e-11,-1.4278777632279575e-02
1.4791666666666627e+00,0.0000000000000000e+00,2.0386616164960708e-11,-1.3871008055234607e-02
1.4833333333333294e+00,0.0000000000000000e+00,-9.9671355269368278e-12,-1.3496199676992598e-02
1.4874999999999960e+00,0.0000000000000000e+00,-2.8929945029125693e-11,-1.3151441575722794e-02
1.4916666666666627e+00,0.0000000000000000e+00,-4.0424000524656475e-12,-1.2834082715291155e-02
1.4958333333333294e+00,0.0000000000000000e+00,3.6933208307787611e-11,-1.2541701188887148e-02
1.4999999999999960e+00,0.0000000000000000e+00,3.1289578429742712e-11,-1.2272087840957088e-02
1.5041666666666627e+00,0.0000000000000000e+00,-3.1986652732412201e-11,-1.2023231837208121e-02
1.5083333333333293e+00,0.0000000000000000e+00,-5.0107827746726914e-11,-1.1793295365923653e-02
1.5124999999999960e+00,0.0000000000000000e+00,4.0544624123905297e-13,-1.1580605750935904e-02
1.5166666666666626e+00,0.0000000000000000e+00,8.2876181489458952e-11,-1.1383637072910568e-02
1.5208333333333293e+00,0.0000000000000000e+00,3.6552059369792442e-11,-1.1200996103847132e-02
1.5249999999999959e+00,0.0000000000000000e+00,-2.0176361773741819e-11,-1.1031415867780699e-02
1.5291666666666626e+00,0.0000000000000000e+00,-2.6071796287287336e-11,-1.0873739858036587e-02
1.5333333333333292e+00,0.0000000000000000e+00,1.6204578934417567e-11,-1.0726913416552540e-02
1.5374999999999959e+00,0.0000000000000000e+00,5.9534707334749328e-11,-1.0589977087695313e-02
1.5416666666666625e+00,0.0000000000000000e+00,3.3823729773954332e-11,-1.0462054752584233e-02
1.5458333333333292e+00,0.0000000000000000e+00,-1.7763681324270495e-11,-1.0342348801572745e-02
1.5499999999999958e+00,0.0000000000000000e+00,-6.2096335274388354e-11,-1.0230132953173890e-02
1.5541666666666625e+00,0.0000000000000000e+00,-1.8211489087302207e-11,-1.0124744408349855e-02
1.5583333333333291e+00,0.0000000000000000e+00,2.9723320601558517e-11,-1.0025580511213517e-02
1.5624999999999958e+00,0.0000000000000000e+00,5.6444592209294398e-11,-9.9320917500305226e-03
1.5666666666666624e+00,0.0000000000000000e+00,1.2876884035623967e-12,-9.8437776244189625e-03
1.5708333333333291e+00,0.0000000000000000e+00,-4.7043100754271084e-11,-9.7601828235894875e-03
1.5749999999999957e+00,0.0000000000000000e+00,-4.2854858672248604e-11,-9.6808920501627923e-03
1.5791666666666624e+00,0.0000000000000000e+00,1.2693305348322250e-11,-9.6055275206286019e-03
1.5833333333333290e+00,0.0000000000000000e+00,5.9093245813227774e-11,-9.5337454688407160e-03
1.5874999999999957e+00,0.0000000000000000e+00,2.4170863281478919e-11,-9.4652323545953640e-03
1.5916666666666623e+00,0.0000000000000000e+00,-2.4216353674415426e-11,-9.3997033072104347e-03
1.5958333333333290e+00,0.0000000000000000e+00,-5.9755263764287170e-11,-9.3368989372618737e-03
1.5999999999999956e+00,0.0000000000000000e+00,-5.0348944002903508e-12,-9.2765829204287196e-03
1.6041666666666623e+00,0.0000000000000000e+00,4.0575873623376524e-11,-9.2185405592330964e-03
1.6083333333333290e+00,0.0000000000000000e+00,4.8522486192954041e-11,-9.1625762438962942e-03
1.6124999999999956e+00,0.0000000000000000e+00,-1.1037498455889982e-11,-9.1085120640677607e-03
1.6166666666666623e+00,0.0000000000000000e+00,-5.5284789388625582e-11,-9.0561863391721825e-03
1.6208333333333289e+00,0.0000000000000000e+00,-2.9490465051697344e-11,-9.0054517371539224e-03
1.6249999999999956e+00,0.0000000000000000e+00,2.2909604340854795e-11,-8.9561744121454991e-03
1.6291666666666622e+00,0.0000000000000000e+00,6.0051386249562382e-11,-8.9082326997171352e-03
1.6333333333333289e+00,0.0000000000000000e+00,8.5426248475287092e-12,-8.8615157499613260e-03
1.6374999999999955e+00,0.0000000000000000e+00,-3.4836921848823359e-11,-8.8159229926652663e-03
1.6416666666666622e+00,0.0000000000000000e+00,-5.2077131035298247e-11,-8.7713629139345717e-03
1.6458333333333288e+00,0.0000000000000000e+00,9.5894768106268518e-12,-8.7277522610542200e-03
1.6499999999999955e+00,0.0000000000000000e+00,4.9859595549120400e-11,-8.6850154722255320e-03
1.6541666666666621e+00,0.0000000000000000e+00,3.4217045249877194e-11,-8.6430837678956457e-03
1.6583333333333288e+00,0.0000000000000000e+00,-2.2806733104850104e-11,-8.6018946926028333e-03
1.6624999999999954e+00,0.0000000000000000e+00,-5.8113461358519097e-11,-8.5613915336386799e-03
1.6666666666666621e+00,0.0000000000000000e+00,-8.8475031448338033e-12,-8.5215227280759764e-03
1.6708333333333287e+00,0.0000000000000000e+00,5.5058356182529095e-11,-8.4822416671101724e-03
1.6749999999999954e+00,0.0000000000000000e+00,5.3272572378307511e-11,-8.4435058721022017e-03
1.6791666666666620e+00,0.0000000000000000e+00,-6.3301352434759056e-11,-8.4052767197189873e-03
1.6833333333333287e+00,0.0000000000000000e+00,-8.3647144684635676e-11,-8.3675189937722147e-03
1.6874999999999953e+00,0.0000000000000000e+00,-5.2069651313112800e-11,-8.3302002130234403e-03
1.6916666666666620e+00,0.0000000000000000e+00,6.4828772587274039e-11,-8.2932909164210710e-03
1.6958333333333286e+00,0.0000000000000000e+00,9.9709432469809164e-11,-8.2567663244157048e-03
1.6999999999999953e+00,0.0000000000000000e+00,8.8753722084577854e-11,-8.2206014752794349e-03
1.7041666666666619e+00,0.0000000000000000e+00,-4.0530348400716683e-12,-8.1847742408165045e-03
1.7083333333333286e+00,0.0000000000000000e+00,-5.2170597252937977e-11,-8.1492659585494943e-03
1.7124999999999952e+00,0.0000000000000000e+00,-7.3873677093681910e-11,-8.1140579473045031e-03
1.7166666666666619e+00,0.0000000000000000e+00,-1.9404400511437255e-11,-8.0791334106648446e-03
1.7208333333333286e+00,0.0000000000000000e+00,2.7032277056926875e-12,-8.0444788726008239e-03
1.7249999999999952e+00,0.0000000000000000e+00,2.0661096651485608e-11,-8.0100803095786658e-03
1.7291666666666619e+00,0.0000000000000000e+00,1.5661736526066805e-11,-7.9759251889671041e-03
1.7333333333333285e+00,0.0000000000000000e+00,1.4572126425382090e-11,-7.9420030815114517e-03
1.7374999999999952e+00,0.0000000000000000e+00,1.4749280418617124e-11,-7.9083038768727760e-03
1.7416666666666618e+00,0.0000000000000000e+00,5.6345741309618686e-12,-7.8748180584536035e-03
1.7458333333333285e+00,0.0000000000000000e+00,-7.4756519480717243e-12,-7.8415375962415865e-03
1.7499999999999951e+00,0.0000000000000000e+00,-1.6301988097457627e-11,-7.8084551153098274e-03
1.7541666666666618e+00,0.0000000000000000e+00,-1.3713423456484880e-11,-7.7755633349393715e-03
1.7583333333333284e+00,0.0000000000000000e+00,-2.0678123930223394e-12,-7.7428560599318227e-03
1.7624999999999951e+00,0.0000000000000000e+00,2.8827224268126074e-12,-7.7103279300177446e-03
1.7666666666666617e+00,0.0000000000000000e+00,5.3612487597314343e-12,-7.6779733704483120e-03
1.7708333333333284e+00,0.0000000000000000e+00,3.3947883483532960e-12,-7.6457875885176810e-03
1.7749999999999950e+00,0.0000000000000000e+00,4.5543410713722233e-12,-7.6137666448217664e-03
1.7791666666666617e+00,0.0000000000000000e+00,3.4489668111625630e-12,-7.5819063129441188e-03
1.7833333333333283e+00,0.0000000000000000e+00,-4.6721263882255193e-13,-7.5502029093668550e-03
1.7874999999999950e+00,0.0000000000000000e+00,-3.3359802216828072e-12,-7.5186534402395871e-03
1.7916666666666616e+00,0.0000000000000000e+00,-4.5087420892793806e-12,-7.4872547148831948e-03
1.7958333333333283e+00,0.0000000000000000e+00,-1.1837838340244512e-12,-7.4560038972380704e-03
1.7999999999999949e+00,0.0000000000000000e+00,-4.2544977523620898e-14,-7.4248986722977046e-03
1.8041666666666616e+00,0.0000000000000000e+00,1.0930674101888144e-12,-7.3939365913949394e-03
1.8083333333333282e+00,0.0000000000000000e+00,9.2596891592712552e-13,-7.3631154478740286e-03
1.8124999999999949e+00,0.0000000000000000e+00,1.2613053699862747e-12,-7.3324334043462121e-03
1.8166666666666615e+00,0.0000000000000000e+00,1.3481530761392955e-12,-7.3018885875593261e-03
1.8208333333333282e+00,0.0000000000000000e+00,5.0507340132716104e-13,-7.2714792384425617e-03
1.8249999999999948e+00,0.0000000000000000e+00,-5.7116191934557010e-13,-7.2412038644775883e-03
1.8291666666666615e+00,0.0000000000000000e+00,-1.2413191249000445e-12,-7.2110610279615935e-03
1.8333333333333282e+00,0.0000000000000000e+00,-1.0034221128998776e-12,-7.1810493085141796e-03
1.8374999999999948e+00,0.0000000000000000e+00,-2.2451114528213870e-13,-7.1511674698666369e-03
1.8416666666666615e+00,0.0000000000000000e+00,1.2591578826673708e-13,-7.1214143810955661e-03
1.8458333333333281e+00,0.0000000000000000e+00,3.4302602598621621e-13,-7.0917888865235463e-03
1.8499999999999948e+00,0.0000000000000000e+00,3.3898957798136558e-13,-7.0622899512751917e-03
1.8541666666666614e+00,0.0000000000000000e+00,4.7220560946335853e-13,-7.0329166463945249e-03
1.8583333333333281e+00,0.0000000000000000e+00,3.5042076110482093e-13,-7.0036680155120103e-03
1.8624999999999947e+00,0.0000000000000000e+00,-7.9705068833993455e-14,-6.9745431794520155e-03
1.8666666666666614e+00,0.0000000000000000e+00,-3.5031353215621556e-13,-6.9455413489002017e-03
1.8708333333333280e+00,0.0000000000000000e+00,-4.3737270521646088e-13,-6.9166617084057223e-03
1.8749999999999947e+00,0.0000000000000000e+00,-1.0086463881202325e-13,-6.8879034944200534e-03
1.8791666666666613e+00,0.0000000000000000e+00,9.1482939652650779e-14,-6.8592660545566744e-03
1.8833333333333280e+00,0.0000000000000000e+00,3.6965452361188358e-13,-6.8307486835258490e-03
1.8874999999999946e+00,0.0000000000000000e+00,6.5879892257434371e-13,-6.8023507266577968e-03
1.8916666666666613e+00,0.0000000000000000e+00,8.2816562342485898e-13,-6.7740715498805538e-03
1.8958333333333279e+00,0.0000000000000000e+00,6.8095362490778311e-13,-6.7459105352992554e-03
1.8999999999999946e+00,0.0000000000000000e+00,-5.5839727889635674e-14,-6.7178670767754113e-03
1.9041666666666612e+00,0.0000000000000000e+00,-3.8661290742353580e-13,-6.6899405872356214e-03
1.9083333333333279e+00,0.0000000000000000e+00,-4.9450137378318980e-13,-6.6621304731528854e-03
1.9124999999999945e+00,0.0000000000000000e+00,-5.7019411825796867e-13,-6.6344361403523171e-03
1.9166666666666612e+00,0.0000000000000000e+00,-5.6490363283239340e-13,-6.6068569918167628e-03
1.9208333333333278e+00,0.0000000000000000e+00,-4.1185455462331874e-13,-6.5793924214366042e-03
1.9249999999999945e+00,0.0000000000000000e+00,-2.3978835499983958e-14,-6.5520418096968666e-03
1.9291666666666611e+00,0.0000000000000000e+00,3.6626905826892944e-13,-6.5248048486858850e-03
1.9333333333333278e+00,0.0000000000000000e+00,4.9393088155358104e-13,-6.4976812637194507e-03
1.9374999999999944e+00,0.0000000000000000e+00,5.8084230931871082e-13,-6.4706703113754189e-03
1.9416666666666611e+00,0.0000000000000000e+00,5.9634389935341153e-13,-6.4437714890321525e-03
1.9458333333333278e+00,0.0000000000000000e+00,5.0260202432044271e-13,-6.4169842966306035e-03
1.9499999999999944e+00,0.0000000000000000e+00,2.5396429573599569e-13,-6.3903082352004875e-03
1.9541666666666611e+00,0.0000000000000000e+00,-1.3046288213168008e-13,-6.3637428342826919e-03
1.9583333333333277e+00,0.0000000000000000e+00,-2.9007078191867156e-13,-6.3372877599232637e-03
1.9624999999999944e+00,0.0000000000000000e+00,-4.2919372289799860e-13,-6.3109424557364069e-03
1.9666666666666610e+00,0.0000000000000000e+00,-5.1613837445094052e-13,-6.2847064577783163e-03
1.9708333333333277e+00,0.0000000000000000e+00,-5.1116434389974211e-13,-6.2585793033579718e-03
1.9749999999999943e+00,0.0000000000000000e+00,-3.6578185709605738e-13,-6.2325605300948776e-03
1.9791666666666610e+00,0.0000000000000000e+00,-2.2049439009394959e-14,-6.2066496749767549e-03
1.9833333333333276e+00,0.0000000000000000e+00,1.2889018240329424e-13,-6.1808464121024132e-03
1.9874999999999943e+00,0.0000000000000000e+00,2.3022565058664244e-13,-6.1551502549703416e-03
1.9916666666666609e+00,0.0000000000000000e+00,3.0958751865843203e-13,-6.1295607520083289e-03
1.9958333333333276e+00,0.0000000000000000e+00,3.4085742602607863e-13,-6.1040774671775599e-03
1.9999999999999942e+00,0.0000000000000000e+00,2.9141263821217542e-13,-6.0786999649750598e-03
2.0041666666666611e+00,0.0000000000000000e+00,1.2157188813318498e-13,-6.0534278098708597e-03
2.0083333333333280e+00,0.0000000000000000e+00,-2.9141681225508843e-14,-6.0282605905356730e-03
2.0124999999999948e+00,0.0000000000000000e+00,-8.0568905796815645e-14,-6.0031978876937077e-03
2.0166666666666617e+00,0.0000000000000000e+00,-1.2742835180803050e-13,-5.9782392583047558e-03
2.0208333333333286e+00,0.0000000000000000e+00,-1.5796209329467051e-13,-5.9533842724104283e-03
2.0249999999999955e+00,0.0000000000000000e+00,-1.5703648492691813e-13,-5.9286324989634414e-03
2.0291666666666623e+00,0.0000000000000000e+00,-1.0582667296552838e-13,-5.9039835053801776e-03
2.0333333333333292e+00,0.0000000000000000e+00,-1.8680699962483491e-14,-5.8794368758655832e-03
2.0374999999999961e+00,0.0000000000000000e+00,-4.6444961393979377e-15,-5.8549922421895781e-03
2.0416666666666630e+00,0.0000000000000000e+00,1.1467839004894524e-14,-5.8306491425646201e-03
2.0458333333333298e+00,0.0000000000000000e+00,2.6976804275007937e-14,-5.8064071536929650e-03
2.0499999999999967e+00,0.0000000000000000e+00,3.8199000821788320e-14,-5.7822658516704225e-03
2.0541666666666636e+00,0.0000000000000000e+00,4.0340933703955955e-14,-5.7582248117518144e-03
2.0583333333333305e+00,0.0000000000000000e+00,2.7392813449747742e-14,-5.7342836081164623e-03
2.0624999999999973e+00,0.0000000000000000e+00,3.2440922405629144e-14,-5.7104419063833201e-03
2.0666666666666642e+00,0.0000000000000000e+00,3.6204277091627973e-14,-5.6866992537365551e-03
2.0708333333333311e+00,0.0000000000000000e+00,3.5631610752069205e-14,-5.6630552363462231e-03
2.0749999999999980e+00,0.0000000000000000e+00,2.9156229213590574e-14,-5.6395094455413191e-03
2.0791666666666648e+00,0.0000000000000000e+00,1.5021394459907293e-14,-5.6160614739761668e-03
2.0833333333333317e+00,0.0000000000000000e+00,-8.7258286616745697e-15,-5.5927109156254694e-03
2.0874999999999986e+00,0.0000000000000000e+00,-2.9207219549670862e-14,-5.5694573814965920e-03
2.0916666666666655e+00,0.0000000000000000e+00,-4.1995471329674722e-14,-5.5463004752901082e-03
2.0958333333333323e+00,0.0000000000000000e+00,-5.0704058028083413e-14,-5.5232397938300582e-03
2.0999999999999992e+00,0.0000000000000000e+00,-5.2114907050019901e-14,-5.5002749426141780e-03
2.1041666666666661e+00,0.0000000000000000e+00,-4.2310023703484932e-14,-5.4774055294048787e-03
2.1083333333333329e+00,0.0000000000000000e+00,-1.6616888696738468e-14,-5.4546311642878209e-03
2.1124999999999998e+00,0.0000000000000000e+00,1.6777952020386685e-14,-5.4319514524073182e-03
2.1166666666666667e+00,0.0000000000000000e+00,3.0154433751541341e-14,-5.4093659904195946e-03
2.1208333333333336e+00,0.0000000000000000e+00,4.1275816024802643e-14,-5.3868744013569605e-03
2.1250000000000004e+00,0.0000000000000000e+00,4.7186910661017646e-14,-5.3644762991874075e-03
2.1291666666666673e+00,0.0000000000000000e+00,4.4190349199663238e-14,-5.3421712995468558e-03
2.1333333333333342e+00,0.0000000000000000e+00,2.7782781481963548e-14,-5.3199590197342697e-03
2.1375000000000011e+00,0.0000000000000000e+00,-6.8326379902840516e-15,-5.2978390784835499e-03
2.1416666666666679e+00,0.0000000000000000e+00,-2.3123628861364307e-14,-5.2758110798083006e-03
2.1458333333333348e+00,0.0000000000000000e+00,-4.2888723752627637e-14,-5.2538746515829520e-03
2.1500000000000017e+00,0.0000000000000000e+00,-6.5448171160964754e-14,-5.2320294142057513e-03
2.1541666666666686e+00,0.0000000000000000e+00,-8.9777810810877041e-14,-5.2102749891443888e-03
2.1583333333333354e+00,0.0000000000000000e+00,-1.1447248556119718e-13,-5.1886109988922274e-03
2.1625000000000023e+00,0.0000000000000000e+00,-1.3770945331180975e-13,-5.1670370669245442e-03
2.1666666666666692e+00,0.0000000000000000e+00,-1.5721179891037203e-13,-5.1455528176547740e-03
2.1708333333333361e+00,0.0000000000000000e+00,-1.7021184605903413e-13,-5.1241578763907471e-03
2.1750000000000029e+00,0.0000000000000000e+00,-1.7341456922116032e-13,-5.1028518692909251e-03
2.1791666666666698e+00,0.0000000000000000e+00,-1.6296100552804911e-13,-5.0816344233206379e-03
2.1833333333333367e+00,0.0000000000000000e+00,-1.3439166668565393e-13,-5.0605051662083369e-03
2.1875000000000036e+00,0.0000000000000000e+00,-8.2609950881304041e-14,-5.0394637264018112e-03
2.1916666666666704e+00,0.0000000000000000e+00,-3.4532485367146783e-14,-5.0185097716554895e-03
2.1958333333333373e+00,0.0000000000000000e+00,-2.4689452549388973e-14,-4.9976429801931550e-03
2.2000000000000042e+00,0.0000000000000000e+00,-1.3261385883114610e-14,-4.9768629438392501e-03
2.2041666666666710e+00,0.0000000000000000e+00,-6.7091145049330019e-16,-4.9561693034485682e-03
2.2083333333333379e+00,0.0000000000000000e+00,1.2522255659734707e-14,-4.9355617015076460e-03
2.2125000000000048e+00,0.0000000000000000e+00,2.5610198724756396e-14,-4.9150397821473794e-03
2.2166666666666717e+00,0.0000000000000000e+00,3.7725686760183723e-14,-4.8946031911556382e-03
2.2208333333333385e+00,0.0000000000000000e+00,4.7831061892551630e-14,-4.8742515759898830e-03
2.2250000000000054e+00,0.0000000000000000e+00,5.4707126731815692e-14,-4.8539845857897713e-03
2.2291666666666723e+00,0.0000000000000000e+00,5.6942031743850069e-14,-4.8338018713897802e-03
2.2333333333333392e+00,0.0000000000000000e+00,5.2920162622945382e-14,-4.8137030853318153e-03
2.2375000000000060e+00,0.0000000000000000e+00,4.0811027664306385e-14,-4.7936878818778273e-03
2.2416666666666729e+00,0.0000000000000000e+00,1.8558145136550006e-14,-4.7737559170224278e-03
2.2458333333333398e+00,0.0000000000000000e+00,1.5808129251090772e-14,-4.7539067855537258e-03
2.2500000000000067e+00,0.0000000000000000e+00,2.0219362188452171e-14,-4.7341401662842090e-03
2.2541666666666735e+00,0.0000000000000000e+00,2.4083850568550638e-14,-4.7144557301532167e-03
2.2583333333333404e+00,0.0000000000000000e+00,2.7248535898793345e-14,-4.6948531344599689e-03
2.2625000000000073e+00,0.0000000000000000e+00,2.9552238183296342e-14,-4.6753320377605012e-03
2.2666666666666742e+00,0.0000000000000000e+00,3.0825827056230788e-14,-4.6558920998580411e-03
2.2708333333333410e+00,0.0000000000000000e+00,3.0892392915169192e-14,-4.6365329817933780e-03
2.2750000000000079e+00,0.0000000000000000e+00,2.9567418054431660e-14,-4.6172543458352462e-03
2.2791666666666748e+00,0.0000000000000000e+00,2.6658947798432089e-14,-4.5980558554706919e-03
2.2833333333333417e+00,0.0000000000000000e+00,2.1967761635024483e-14,-4.5789371753954516e-03
2.2875000000000085e+00,0.0000000000000000e+00,1.5287544348849146e-14,-4.5598979715043286e-03
2.2916666666666754e+00,0.0000000000000000e+00,6.4050571546788844e-15,-4.5409379108815586e-03
2.2958333333333423e+00,0.0000000000000000e+00,-3.7610891408773718e-15,-4.5220566714734870e-03
2.3000000000000091e+00,0.0000000000000000e+00,-9.2030410037275756e-15,-4.5032539757298125e-03
2.3041666666666760e+00,0.0000000000000000e+00,-1.4729305963775182e-14,-4.4845294553366210e-03
2.3083333333333429e+00,0.0000000000000000e+00,-2.0120087465834965e-14,-4.4658827859429956e-03
2.3125000000000098e+00,0.0000000000000000e+00,-2.5121140453780186e-14,-4.4473136446838641e-03
2.3166666666666766e+00,0.0000000000000000e+00,-2.9442050090917610e-14,-4.4288217101835694e-03
2.3208333333333435e+00,0.0000000000000000e+00,-3.2754510480362455e-14,-4.4104066625594140e-03
2.3250000000000104e+00,0.0000000000000000e+00,-3.4690603385413445e-14,-4.3920681834252193e-03
2.3291666666666773e+00,0.0000000000000000e+00,-3.4841076949927788e-14,-4.3738059558948907e-03
2.3333333333333441e+00,0.0000000000000000e+00,-3.2753624418696082e-14,-4.3556196645859590e-03
2.3375000000000110e+00,0.0000000000000000e+00,-2.7931162857817490e-14,-4.3375089956231520e-03
2.3416666666666779e+00,0.0000000000000000e+00,-1.9830111875074549e-14,-4.3194736366419448e-03
2.3458333333333448e+00,0.0000000000000000e+00,-7.8586723403082899e-15,-4.3015132767921125e-03
2.3500000000000116e+00,0.0000000000000000e+00,4.1495736467014587e-16,-4.2836275842065103e-03
2.3541666666666785e+00,0.0000000000000000e+00,3.0075033427966139e-15,-4.2658162437272159e-03
2.3583333333333454e+00,0.0000000000000000e+00,5.7099023682069329e-15,-4.2480789629135351e-03
2.3625000000000123e+00,0.0000000000000000e+00,8.4152803591496865e-15,-4.2304154345136451e-03
2.3666666666666791e+00,0.0000000000000000e+00,1.0997643225753431e-14,-4.2128253525993550e-03
