t,Bus_Bus 1_Vm,Genrou_DV1_speed,Ieeet1_DV3_efd
2.500000000000e+00,9.990310668900e-01,9.984015800000e-01,2.291195630000e+00
2.504167000000e+00,9.991186857200e-01,9.985151900000e-01,2.290200950000e+00
2.508333000000e+00,9.992068409900e-01,9.986307600000e-01,2.289201260000e+00
2.512500000000e+00,9.992954134900e-01,9.987479400000e-01,2.288196330000e+00
2.516667000000e+00,9.993845224400e-01,9.988665000000e-01,2.287186150000e+00
2.520833000000e+00,9.994738698000e-01,9.989859500000e-01,2.286171200000e+00
2.525000000000e+00,9.995636940000e-01,9.991062900000e-01,2.285150530000e+00
2.529167000000e+00,9.996536374100e-01,9.992269900000e-01,2.284124370000e+00
2.533333000000e+00,9.997438788400e-01,9.993479300000e-01,2.283093450000e+00
2.537500000000e+00,9.998340606700e-01,9.994686800000e-01,2.282056570000e+00
2.541667000000e+00,9.999243617100e-01,9.995890900000e-01,2.281014200000e+00
2.545833000000e+00,1.000014305110e+00,9.997087700000e-01,2.279966830000e+00
2.550000000000e+00,1.000104427340e+00,9.998276200000e-01,2.278913500000e+00
2.554167000000e+00,1.000193715100e+00,9.999451600000e-01,2.277854680000e+00
2.558333000000e+00,1.000283002850e+00,1.000061270000e+00,2.276790380000e+00
2.562500000000e+00,1.000371336940e+00,1.000175710000e+00,2.275720600000e+00
2.566667000000e+00,1.000459313390e+00,1.000288250000e+00,2.274645330000e+00
2.570833000000e+00,1.000545978550e+00,1.000398400000e+00,2.273564820000e+00
2.575000000000e+00,1.000632286070e+00,1.000506280000e+00,2.272478820000e+00
2.579167000000e+00,1.000716924670e+00,1.000611540000e+00,2.271387820000e+00
2.583333000000e+00,1.000800967220e+00,1.000713830000e+00,2.270291810000e+00
2.587500000000e+00,1.000882983210e+00,1.000813010000e+00,2.269191030000e+00
2.591667000000e+00,1.000964403150e+00,1.000908970000e+00,2.268085480000e+00
2.595833000000e+00,1.001043319700e+00,1.001001480000e+00,2.266975880000e+00
2.600000000000e+00,1.001121640210e+00,1.001090410000e+00,2.265861750000e+00
2.604167000000e+00,1.001197099690e+00,1.001175400000e+00,2.264744040000e+00
2.608333000000e+00,1.001271843910e+00,1.001256470000e+00,2.263623000000e+00
2.612500000000e+00,1.001343488690e+00,1.001333480000e+00,2.262498860000e+00
2.616667000000e+00,1.001414418220e+00,1.001406190000e+00,2.261371850000e+00
2.620833000000e+00,1.001481890680e+00,1.001474500000e+00,2.260242700000e+00
2.625000000000e+00,1.001548767090e+00,1.001538400000e+00,2.259111640000e+00
2.629167000000e+00,1.001611828800e+00,1.001597640000e+00,2.257979150000e+00
2.633333000000e+00,1.001674294470e+00,1.001652240000e+00,2.256846190000e+00
2.637500000000e+00,1.001732945440e+00,1.001702070000e+00,2.255712510000e+00
2.641667000000e+00,1.001790881160e+00,1.001747010000e+00,2.254579070000e+00
2.645833000000e+00,1.001844882970e+00,1.001787190000e+00,2.253446820000e+00
2.650000000000e+00,1.001898169520e+00,1.001822230000e+00,2.252315520000e+00
2.654167000000e+00,1.001947641370e+00,1.001852510000e+00,2.251186130000e+00
2.658333000000e+00,1.001996397970e+00,1.001877670000e+00,2.250059600000e+00
2.662500000000e+00,1.002041220660e+00,1.001897810000e+00,2.248935700000e+00
2.666667000000e+00,1.002085566520e+00,1.001913070000e+00,2.247815850000e+00
2.670833000000e+00,1.002125978470e+00,1.001923320000e+00,2.246700290000e+00
2.675000000000e+00,1.002166032790e+00,1.001928570000e+00,2.245589490000e+00
2.679167000000e+00,1.002202272420e+00,1.001928810000e+00,2.244484420000e+00
2.683333000000e+00,1.002238154410e+00,1.001924280000e+00,2.243385550000e+00
2.687500000000e+00,1.002270579340e+00,1.001914860000e+00,2.242293120000e+00
2.691667000000e+00,1.002302765850e+00,1.001900790000e+00,2.241208080000e+00
2.695833000000e+00,1.002331614490e+00,1.001881960000e+00,2.240131140000e+00
2.700000000000e+00,1.002360343930e+00,1.001858590000e+00,2.239062310000e+00
2.704167000000e+00,1.002386093140e+00,1.001830700000e+00,2.238002300000e+00
2.708333000000e+00,1.002411842350e+00,1.001798510000e+00,2.236952070000e+00
2.712500000000e+00,1.002435088160e+00,1.001762030000e+00,2.235911370000e+00
2.716667000000e+00,1.002458333970e+00,1.001721380000e+00,2.234880920000e+00
2.720833000000e+00,1.002479314800e+00,1.001676800000e+00,2.233861450000e+00
2.725000000000e+00,1.002500534060e+00,1.001628280000e+00,2.232852940000e+00
2.729167000000e+00,1.002520084380e+00,1.001576190000e+00,2.231855630000e+00
2.733333000000e+00,1.002539753910e+00,1.001520630000e+00,2.230870490000e+00
2.737500000000e+00,1.002558112140e+00,1.001461630000e+00,2.229897020000e+00
2.741667000000e+00,1.002576828000e+00,1.001399400000e+00,2.228935720000e+00
2.745833000000e+00,1.002594709400e+00,1.001334310000e+00,2.227987050000e+00
2.750000000000e+00,1.002612948420e+00,1.001266360000e+00,2.227050780000e+00
2.754167000000e+00,1.002630829810e+00,1.001195790000e+00,2.226126910000e+00
2.758333000000e+00,1.002649068830e+00,1.001122830000e+00,2.225216150000e+00
2.762500000000e+00,1.002667427060e+00,1.001047730000e+00,2.224317790000e+00
2.766667000000e+00,1.002686262130e+00,1.000970600000e+00,2.223432300000e+00
2.770833000000e+00,1.002705574040e+00,1.000891690000e+00,2.222559450000e+00
2.775000000000e+00,1.002725243570e+00,1.000811100000e+00,2.221699000000e+00
2.779167000000e+00,1.002745866780e+00,1.000729320000e+00,2.220850710000e+00
2.783333000000e+00,1.002766847610e+00,1.000646350000e+00,2.220014810000e+00
2.787500000000e+00,1.002789139750e+00,1.000562430000e+00,2.219190840000e+00
2.791667000000e+00,1.002811908720e+00,1.000477910000e+00,2.218378540000e+00
2.795833000000e+00,1.002836108210e+00,1.000392910000e+00,2.217577700000e+00
2.800000000000e+00,1.002860665320e+00,1.000307560000e+00,2.216787820000e+00
2.804167000000e+00,1.002887129780e+00,1.000222210000e+00,2.216008660000e+00
2.808333000000e+00,1.002913713460e+00,1.000137090000e+00,2.215239760000e+00
2.812500000000e+00,1.002942442890e+00,1.000052330000e+00,2.214480880000e+00
2.816667000000e+00,1.002971291540e+00,9.999681700000e-01,2.213731290000e+00
2.820833000000e+00,1.003002285960e+00,9.998849000000e-01,2.212991000000e+00
2.825000000000e+00,1.003033399580e+00,9.998025300000e-01,2.212259050000e+00
2.829167000000e+00,1.003066778180e+00,9.997214700000e-01,2.211534980000e+00
2.833333000000e+00,1.003100156780e+00,9.996417800000e-01,2.210818770000e+00
2.837500000000e+00,1.003135681150e+00,9.995636300000e-01,2.210109470000e+00
2.841667000000e+00,1.003171324730e+00,9.994873400000e-01,2.209406850000e+00
2.845833000000e+00,1.003208994870e+00,9.994129500000e-01,2.208710190000e+00
2.850000000000e+00,1.003246665000e+00,9.993407100000e-01,2.208018780000e+00
2.854167000000e+00,1.003286361690e+00,9.992707400000e-01,2.207332610000e+00
2.858333000000e+00,1.003325939180e+00,9.992032100000e-01,2.206650730000e+00
2.862500000000e+00,1.003367424010e+00,9.991383000000e-01,2.205972910000e+00
2.866667000000e+00,1.003408789630e+00,9.990760700000e-01,2.205298420000e+00
2.870833000000e+00,1.003451824190e+00,9.990167000000e-01,2.204627040000e+00
2.875000000000e+00,1.003494620320e+00,9.989602600000e-01,2.203957800000e+00
2.879167000000e+00,1.003538966180e+00,9.989069700000e-01,2.203290700000e+00
2.883333000000e+00,1.003583073620e+00,9.988568400000e-01,2.202625510000e+00
2.887500000000e+00,1.003628611560e+00,9.988099300000e-01,2.201961040000e+00
2.891667000000e+00,1.003673791890e+00,9.987664200000e-01,2.201297280000e+00
2.895833000000e+00,1.003720164300e+00,9.987263700000e-01,2.200634000000e+00
2.900000000000e+00,1.003766179080e+00,9.986898300000e-01,2.199970480000e+00
2.904167000000e+00,1.003813266750e+00,9.986567500000e-01,2.199306730000e+00
2.908333000000e+00,1.003859996800e+00,9.986273600000e-01,2.198642250000e+00
2.912500000000e+00,1.003907561300e+00,9.986015600000e-01,2.197976590000e+00
2.916667000000e+00,1.003954768180e+00,9.985793800000e-01,2.197309490000e+00
2.920833000000e+00,1.004002571110e+00,9.985608500000e-01,2.196640730000e+00
2.925000000000e+00,1.004050254820e+00,9.985460600000e-01,2.195970300000e+00
2.929167000000e+00,1.004098296170e+00,9.985348600000e-01,2.195297480000e+00
2.933333000000e+00,1.004146099090e+00,9.985273500000e-01,2.194622520000e+00
2.937500000000e+00,1.004194259640e+00,9.985234700000e-01,2.193944930000e+00
2.941667000000e+00,1.004242181780e+00,9.985231800000e-01,2.193264720000e+00
2.945833000000e+00,1.004290342330e+00,9.985263900000e-01,2.192581650000e+00
2.950000000000e+00,1.004338264470e+00,9.985331300000e-01,2.191895480000e+00
2.954167000000e+00,1.004386425020e+00,9.985433200000e-01,2.191206220000e+00
2.958333000000e+00,1.004434347150e+00,9.985569100000e-01,2.190514090000e+00
2.962500000000e+00,1.004482388500e+00,9.985737800000e-01,2.189818380000e+00
2.966667000000e+00,1.004530310630e+00,9.985938700000e-01,2.189119100000e+00
2.970833000000e+00,1.004578113560e+00,9.986171100000e-01,2.188416720000e+00
2.975000000000e+00,1.004625916480e+00,9.986433400000e-01,2.187710760000e+00
2.979167000000e+00,1.004673719410e+00,9.986725400000e-01,2.187000990000e+00
2.983333000000e+00,1.004721403120e+00,9.987045500000e-01,2.186288120000e+00
2.987500000000e+00,1.004768967630e+00,9.987393000000e-01,2.185571190000e+00
2.991667000000e+00,1.004816651340e+00,9.987766700000e-01,2.184850930000e+00
2.995833000000e+00,1.004863977430e+00,9.988164300000e-01,2.184127090000e+00
3.000000000000e+00,1.004911422730e+00,9.988585700000e-01,2.183399440000e+00
3.004167000000e+00,1.004958629610e+00,9.989028600000e-01,2.182668210000e+00
3.008333000000e+00,1.005005955700e+00,9.989491700000e-01,2.181933400000e+00
3.012500000000e+00,1.005052804950e+00,9.989973900000e-01,2.181195020000e+00
3.016667000000e+00,1.005099892620e+00,9.990474000000e-01,2.180453060000e+00
3.020833000000e+00,1.005146503450e+00,9.990989600000e-01,2.179707770000e+00
3.025000000000e+00,1.005193233490e+00,9.991520000000e-01,2.178958650000e+00
3.029167000000e+00,1.005239605900e+00,9.992063600000e-01,2.178206210000e+00
3.033333000000e+00,1.005285978320e+00,9.992619800000e-01,2.177450660000e+00
3.037500000000e+00,1.005331873890e+00,9.993185400000e-01,2.176691290000e+00
3.041667000000e+00,1.005377888680e+00,9.993760000000e-01,2.175928830000e+00
3.045833000000e+00,1.005423307420e+00,9.994341700000e-01,2.175163270000e+00
3.050000000000e+00,1.005468726160e+00,9.994930000000e-01,2.174394610000e+00
3.054167000000e+00,1.005513548850e+00,9.995521900000e-01,2.173622610000e+00
3.058333000000e+00,1.005558371540e+00,9.996116800000e-01,2.172847750000e+00
3.062500000000e+00,1.005602359770e+00,9.996713400000e-01,2.172070030000e+00
3.066667000000e+00,1.005646467210e+00,9.997310000000e-01,2.171289210000e+00
3.070833000000e+00,1.005689620970e+00,9.997904900000e-01,2.170506000000e+00
3.075000000000e+00,1.005732774730e+00,9.998496800000e-01,2.169719930000e+00
3.079167000000e+00,1.005774855610e+00,9.999084500000e-01,2.168931250000e+00
3.083333000000e+00,1.005816936490e+00,9.999666800000e-01,2.168140650000e+00
3.087500000000e+00,1.005857944490e+00,1.000024200000e+00,2.167347430000e+00
3.091667000000e+00,1.005898714070e+00,1.000080940000e+00,2.166552070000e+00
3.095833000000e+00,1.005938410760e+00,1.000136730000e+00,2.165755030000e+00
3.100000000000e+00,1.005977869030e+00,1.000191330000e+00,2.164956090000e+00
3.104167000000e+00,1.006016016010e+00,1.000244860000e+00,2.164155240000e+00
3.108333000000e+00,1.006054043770e+00,1.000297070000e+00,2.163353200000e+00
3.112500000000e+00,1.006090521810e+00,1.000347730000e+00,2.162549970000e+00
3.116667000000e+00,1.006126999860e+00,1.000396970000e+00,2.161745310000e+00
3.120833000000e+00,1.006161689760e+00,1.000444650000e+00,2.160940170000e+00
3.125000000000e+00,1.006196379660e+00,1.000490430000e+00,2.160133840000e+00
3.129167000000e+00,1.006229281430e+00,1.000534530000e+00,2.159327270000e+00
3.133333000000e+00,1.006262063980e+00,1.000576620000e+00,2.158520700000e+00
3.137500000000e+00,1.006292939190e+00,1.000616790000e+00,2.157713890000e+00
3.141667000000e+00,1.006323814390e+00,1.000654820000e+00,2.156907320000e+00
3.145833000000e+00,1.006352782250e+00,1.000690820000e+00,2.156101230000e+00
3.150000000000e+00,1.006381511690e+00,1.000724550000e+00,2.155295850000e+00
3.154167000000e+00,1.006408452990e+00,1.000756030000e+00,2.154491420000e+00
3.158333000000e+00,1.006435155870e+00,1.000785230000e+00,2.153688430000e+00
3.162500000000e+00,1.006459951400e+00,1.000812050000e+00,2.152886870000e+00
3.166667000000e+00,1.006484627720e+00,1.000836490000e+00,2.152086730000e+00
3.170833000000e+00,1.006507277490e+00,1.000858430000e+00,2.151289220000e+00
3.175000000000e+00,1.006529927250e+00,1.000878100000e+00,2.150493620000e+00
3.179167000000e+00,1.006550550460e+00,1.000895140000e+00,2.149700640000e+00
3.183333000000e+00,1.006571173670e+00,1.000909690000e+00,2.148910760000e+00
3.187500000000e+00,1.006589889530e+00,1.000921850000e+00,2.148123500000e+00
3.191667000000e+00,1.006608486180e+00,1.000931380000e+00,2.147340060000e+00
3.195833000000e+00,1.006625294690e+00,1.000938530000e+00,2.146560190000e+00
3.200000000000e+00,1.006641983990e+00,1.000943180000e+00,2.145784140000e+00
3.204167000000e+00,1.006657123570e+00,1.000945330000e+00,2.145012140000e+00
3.208333000000e+00,1.006672024730e+00,1.000944970000e+00,2.144244670000e+00
3.212500000000e+00,1.006685495380e+00,1.000942230000e+00,2.143481730000e+00
3.216667000000e+00,1.006698846820e+00,1.000937100000e+00,2.142723800000e+00
3.220833000000e+00,1.006710767750e+00,1.000929710000e+00,2.141970870000e+00
3.225000000000e+00,1.006722688670e+00,1.000919940000e+00,2.141223190000e+00
3.229167000000e+00,1.006733298300e+00,1.000907900000e+00,2.140481000000e+00
3.233333000000e+00,1.006743907930e+00,1.000893590000e+00,2.139744520000e+00
3.237500000000e+00,1.006753325460e+00,1.000877260000e+00,2.139014010000e+00
3.241667000000e+00,1.006762862210e+00,1.000858780000e+00,2.138289210000e+00
3.245833000000e+00,1.006771445270e+00,1.000838280000e+00,2.137570860000e+00
3.250000000000e+00,1.006780028340e+00,1.000815870000e+00,2.136858460000e+00
3.254167000000e+00,1.006787776950e+00,1.000791550000e+00,2.136152740000e+00
3.258333000000e+00,1.006795763970e+00,1.000765440000e+00,2.135453460000e+00
3.262500000000e+00,1.006803035740e+00,1.000737670000e+00,2.134760860000e+00
3.266667000000e+00,1.006810307500e+00,1.000708220000e+00,2.134074690000e+00
3.270833000000e+00,1.006817340850e+00,1.000677350000e+00,2.133395430000e+00
3.275000000000e+00,1.006824374200e+00,1.000644920000e+00,2.132722850000e+00
3.279167000000e+00,1.006831169130e+00,1.000611190000e+00,2.132056950000e+00
3.283333000000e+00,1.006838202480e+00,1.000576260000e+00,2.131397960000e+00
3.287500000000e+00,1.006844997410e+00,1.000540260000e+00,2.130745650000e+00
3.291667000000e+00,1.006852030750e+00,1.000503060000e+00,2.130100010000e+00
3.295833000000e+00,1.006859064100e+00,1.000465040000e+00,2.129461290000e+00
3.300000000000e+00,1.006866335870e+00,1.000426170000e+00,2.128829000000e+00
3.304167000000e+00,1.006873846050e+00,1.000386600000e+00,2.128203150000e+00
3.308333000000e+00,1.006881475450e+00,1.000346420000e+00,2.127583980000e+00
3.312500000000e+00,1.006889462470e+00,1.000305770000e+00,2.126971010000e+00
3.316667000000e+00,1.006897568700e+00,1.000264640000e+00,2.126364230000e+00
3.320833000000e+00,1.006906151770e+00,1.000223280000e+00,2.125763890000e+00
3.325000000000e+00,1.006914854050e+00,1.000181790000e+00,2.125169280000e+00
3.329167000000e+00,1.006924271580e+00,1.000140070000e+00,2.124580380000e+00
3.333333000000e+00,1.006933689120e+00,1.000098590000e+00,2.123997210000e+00
3.337500000000e+00,1.006943821910e+00,1.000057100000e+00,2.123419280000e+00
3.341667000000e+00,1.006954073910e+00,1.000015850000e+00,2.122846840000e+00
3.345833000000e+00,1.006965160370e+00,9.999750300000e-01,2.122279410000e+00
3.350000000000e+00,1.006976246830e+00,9.999346100000e-01,2.121716740000e+00
3.354167000000e+00,1.006988167760e+00,9.998947400000e-01,2.121158840000e+00
3.358333000000e+00,1.007000088690e+00,9.998555200000e-01,2.120605230000e+00
3.362500000000e+00,1.007012963290e+00,9.998170100000e-01,2.120055910000e+00
3.366667000000e+00,1.007025837900e+00,9.997792800000e-01,2.119510650000e+00
3.370833000000e+00,1.007039546970e+00,9.997425100000e-01,2.118968960000e+00
3.375000000000e+00,1.007053256030e+00,9.997067500000e-01,2.118430850000e+00
3.379167000000e+00,1.007067799570e+00,9.996720000000e-01,2.117896080000e+00
3.383333000000e+00,1.007082343100e+00,9.996384400000e-01,2.117364410000e+00
3.387500000000e+00,1.007097840310e+00,9.996060700000e-01,2.116835360000e+00
3.391667000000e+00,1.007113218310e+00,9.995750200000e-01,2.116308930000e+00
3.395833000000e+00,1.007129430770e+00,9.995453400000e-01,2.115785120000e+00
3.400000000000e+00,1.007145643230e+00,9.995170200000e-01,2.115263220000e+00
3.404167000000e+00,1.007162570950e+00,9.994902000000e-01,2.114742990000e+00
3.408333000000e+00,1.007179498670e+00,9.994649300000e-01,2.114224910000e+00
3.412500000000e+00,1.007197141650e+00,9.994411500000e-01,2.113708020000e+00
3.416667000000e+00,1.007214665410e+00,9.994190300000e-01,2.113192320000e+00
3.420833000000e+00,1.007232904430e+00,9.993985900000e-01,2.112678050000e+00
3.425000000000e+00,1.007251024250e+00,9.993798100000e-01,2.112164260000e+00
3.429167000000e+00,1.007269859310e+00,9.993627100000e-01,2.111651180000e+00
3.433333000000e+00,1.007288575170e+00,9.993473900000e-01,2.111138820000e+00
3.437500000000e+00,1.007307767870e+00,9.993338000000e-01,2.110626460000e+00
3.441667000000e+00,1.007326960560e+00,9.993220000000e-01,2.110114340000e+00
3.445833000000e+00,1.007346510890e+00,9.993119800000e-01,2.109602450000e+00
3.450000000000e+00,1.007366061210e+00,9.993037000000e-01,2.109090090000e+00
3.454167000000e+00,1.007386088370e+00,9.992972600000e-01,2.108577250000e+00
3.458333000000e+00,1.007405996320e+00,9.992926100000e-01,2.108064170000e+00
3.462500000000e+00,1.007426142690e+00,9.992896900000e-01,2.107550380000e+00
3.466667000000e+00,1.007446289060e+00,9.992885600000e-01,2.107035880000e+00
3.470833000000e+00,1.007466673850e+00,9.992891600000e-01,2.106520650000e+00
3.475000000000e+00,1.007487058640e+00,9.992914800000e-01,2.106004480000e+00
3.479167000000e+00,1.007507562640e+00,9.992955300000e-01,2.105487110000e+00
3.483333000000e+00,1.007528066640e+00,9.993012500000e-01,2.104968790000e+00
3.487500000000e+00,1.007548689840e+00,9.993085900000e-01,2.104449030000e+00
3.491667000000e+00,1.007569313050e+00,9.993175300000e-01,2.103928090000e+00
3.495833000000e+00,1.007589936260e+00,9.993280200000e-01,2.103405950000e+00
3.500000000000e+00,1.007610559460e+00,9.993400000000e-01,2.102882150000e+00
3.504167000000e+00,1.007631182670e+00,9.993534700000e-01,2.102356910000e+00
3.508333000000e+00,1.007651686670e+00,9.993683700000e-01,2.101830240000e+00
3.512500000000e+00,1.007672190670e+00,9.993845800000e-01,2.101301910000e+00
3.516667000000e+00,1.007692694660e+00,9.994021700000e-01,2.100771900000e+00
3.520833000000e+00,1.007713079450e+00,9.994209400000e-01,2.100240470000e+00
3.525000000000e+00,1.007733464240e+00,9.994409700000e-01,2.099707370000e+00
3.529167000000e+00,1.007753610610e+00,9.994620700000e-01,2.099172590000e+00
3.533333000000e+00,1.007773756980e+00,9.994841800000e-01,2.098636150000e+00
3.537500000000e+00,1.007793664930e+00,9.995073100000e-01,2.098098040000e+00
3.541667000000e+00,1.007813572880e+00,9.995313300000e-01,2.097558260000e+00
3.545833000000e+00,1.007833242420e+00,9.995561800000e-01,2.097017050000e+00
3.550000000000e+00,1.007852792740e+00,9.995818100000e-01,2.096474170000e+00
3.554167000000e+00,1.007872104640e+00,9.996081000000e-01,2.095929620000e+00
3.558333000000e+00,1.007891297340e+00,9.996350400000e-01,2.095383640000e+00
3.562500000000e+00,1.007910132410e+00,9.996625200000e-01,2.094836000000e+00
3.566667000000e+00,1.007928967480e+00,9.996904700000e-01,2.094286920000e+00
3.570833000000e+00,1.007947206500e+00,9.997187900000e-01,2.093736650000e+00
3.575000000000e+00,1.007965564730e+00,9.997474600000e-01,2.093184710000e+00
3.579167000000e+00,1.007983446120e+00,9.997763600000e-01,2.092631580000e+00
3.583333000000e+00,1.008001208310e+00,9.998055100000e-01,2.092077260000e+00
3.587500000000e+00,1.008018374440e+00,9.998347200000e-01,2.091521500000e+00
3.591667000000e+00,1.008035659790e+00,9.998639800000e-01,2.090964790000e+00
3.595833000000e+00,1.008052229880e+00,9.998931900000e-01,2.090407130000e+00
3.600000000000e+00,1.008068680760e+00,9.999222800000e-01,2.089848280000e+00
3.604167000000e+00,1.008084535600e+00,9.999511800000e-01,2.089288470000e+00
3.608333000000e+00,1.008100390430e+00,9.999799100000e-01,2.088728190000e+00
3.612500000000e+00,1.008115530010e+00,1.000008230000e+00,2.088166950000e+00
3.616667000000e+00,1.008130550380e+00,1.000036240000e+00,2.087605240000e+00
3.620833000000e+00,1.008144736290e+00,1.000063780000e+00,2.087043050000e+00
3.625000000000e+00,1.008159041400e+00,1.000090840000e+00,2.086480380000e+00
3.629167000000e+00,1.008172392850e+00,1.000117300000e+00,2.085917230000e+00
3.633333000000e+00,1.008185744290e+00,1.000143170000e+00,2.085354330000e+00
3.637500000000e+00,1.008198261260e+00,1.000168440000e+00,2.084790950000e+00
3.641667000000e+00,1.008210659030e+00,1.000192880000e+00,2.084227800000e+00
3.645833000000e+00,1.008222222330e+00,1.000216480000e+00,2.083664890000e+00
3.650000000000e+00,1.008233666420e+00,1.000239370000e+00,2.083101990000e+00
3.654167000000e+00,1.008244276050e+00,1.000261310000e+00,2.082539560000e+00
3.658333000000e+00,1.008254766460e+00,1.000282290000e+00,2.081977840000e+00
3.662500000000e+00,1.008264303210e+00,1.000302310000e+00,2.081416610000e+00
3.666667000000e+00,1.008273839950e+00,1.000321390000e+00,2.080856320000e+00
3.670833000000e+00,1.008282423020e+00,1.000339390000e+00,2.080296990000e+00
3.675000000000e+00,1.008290886880e+00,1.000356320000e+00,2.079738380000e+00
3.679167000000e+00,1.008298516270e+00,1.000372050000e+00,2.079181190000e+00
3.683333000000e+00,1.008306026460e+00,1.000386830000e+00,2.078625440000e+00
3.687500000000e+00,1.008312582970e+00,1.000400300000e+00,2.078070880000e+00
3.691667000000e+00,1.008319020270e+00,1.000412700000e+00,2.077518220000e+00
3.695833000000e+00,1.008324623110e+00,1.000423910000e+00,2.076967000000e+00
3.700000000000e+00,1.008330225940e+00,1.000433800000e+00,2.076417680000e+00
3.704167000000e+00,1.008334875110e+00,1.000442620000e+00,2.075870280000e+00
3.708333000000e+00,1.008339405060e+00,1.000450130000e+00,2.075325250000e+00
3.712500000000e+00,1.008343219760e+00,1.000456330000e+00,2.074782130000e+00
3.716667000000e+00,1.008346915250e+00,1.000461460000e+00,2.074241400000e+00
3.720833000000e+00,1.008349776270e+00,1.000465270000e+00,2.073703290000e+00
3.725000000000e+00,1.008352637290e+00,1.000467900000e+00,2.073167800000e+00
3.729167000000e+00,1.008354663850e+00,1.000469210000e+00,2.072634700000e+00
3.733333000000e+00,1.008356809620e+00,1.000469450000e+00,2.072104690000e+00
3.737500000000e+00,1.008358120920e+00,1.000468370000e+00,2.071577310000e+00
3.741667000000e+00,1.008359432220e+00,1.000466230000e+00,2.071053030000e+00
3.745833000000e+00,1.008360028270e+00,1.000462890000e+00,2.070532080000e+00
3.750000000000e+00,1.008360743520e+00,1.000458360000e+00,2.070014000000e+00
3.754167000000e+00,1.008360743520e+00,1.000452760000e+00,2.069499250000e+00
3.758333000000e+00,1.008360862730e+00,1.000446080000e+00,2.068987850000e+00
3.762500000000e+00,1.008360385890e+00,1.000438210000e+00,2.068479780000e+00
3.766667000000e+00,1.008360028270e+00,1.000429510000e+00,2.067975280000e+00
3.770833000000e+00,1.008359074590e+00,1.000419740000e+00,2.067474370000e+00
3.775000000000e+00,1.008358240130e+00,1.000408890000e+00,2.066976790000e+00
3.779167000000e+00,1.008357048030e+00,1.000397320000e+00,2.066482780000e+00
3.783333000000e+00,1.008355855940e+00,1.000384690000e+00,2.065992830000e+00
3.787500000000e+00,1.008354306220e+00,1.000371340000e+00,2.065506220000e+00
3.791667000000e+00,1.008352875710e+00,1.000357150000e+00,2.065023180000e+00
3.795833000000e+00,1.008351206780e+00,1.000342250000e+00,2.064544200000e+00
3.800000000000e+00,1.008349537850e+00,1.000326510000e+00,2.064068790000e+00
3.804167000000e+00,1.008347749710e+00,1.000310180000e+00,2.063596960000e+00
3.808333000000e+00,1.008346080780e+00,1.000293250000e+00,2.063129190000e+00
3.812500000000e+00,1.008344292640e+00,1.000275850000e+00,2.062664990000e+00
3.816667000000e+00,1.008342504500e+00,1.000257850000e+00,2.062204360000e+00
3.820833000000e+00,1.008340835570e+00,1.000239370000e+00,2.061747310000e+00
3.825000000000e+00,1.008339047430e+00,1.000220540000e+00,2.061294080000e+00
3.829167000000e+00,1.008337497710e+00,1.000201230000e+00,2.060844420000e+00
3.833333000000e+00,1.008335828780e+00,1.000181670000e+00,2.060398100000e+00
3.837500000000e+00,1.008334398270e+00,1.000161890000e+00,2.059955360000e+00
3.841667000000e+00,1.008332967760e+00,1.000141980000e+00,2.059516190000e+00
3.845833000000e+00,1.008331775670e+00,1.000121830000e+00,2.059080360000e+00
3.850000000000e+00,1.008330583570e+00,1.000101570000e+00,2.058647630000e+00
3.854167000000e+00,1.008329629900e+00,1.000081300000e+00,2.058218240000e+00
3.858333000000e+00,1.008328795430e+00,1.000061040000e+00,2.057791950000e+00
3.862500000000e+00,1.008328080180e+00,1.000040890000e+00,2.057368760000e+00
3.866667000000e+00,1.008327484130e+00,1.000020740000e+00,2.056948420000e+00
3.870833000000e+00,1.008327245710e+00,1.000000830000e+00,2.056531190000e+00
3.875000000000e+00,1.008327007290e+00,9.999811100000e-01,2.056116580000e+00
3.879167000000e+00,1.008327007290e+00,9.999616700000e-01,2.055704590000e+00
3.883333000000e+00,1.008327126500e+00,9.999425400000e-01,2.055295470000e+00
3.887500000000e+00,1.008327603340e+00,9.999237100000e-01,2.054888490000e+00
3.891667000000e+00,1.008328080180e+00,9.999052900000e-01,2.054484130000e+00
3.895833000000e+00,1.008328914640e+00,9.998872900000e-01,2.054081920000e+00
3.900000000000e+00,1.008329749110e+00,9.998698200000e-01,2.053681850000e+00
3.904167000000e+00,1.008331060410e+00,9.998528400000e-01,2.053283930000e+00
3.908333000000e+00,1.008332252500e+00,9.998363900000e-01,2.052887920000e+00
3.912500000000e+00,1.008333921430e+00,9.998205300000e-01,2.052493810000e+00
3.916667000000e+00,1.008335590360e+00,9.998053300000e-01,2.052101370000e+00
3.920833000000e+00,1.008337616920e+00,9.997907300000e-01,2.051710610000e+00
3.925000000000e+00,1.008339524270e+00,9.997768400000e-01,2.051321030000e+00
3.929167000000e+00,1.008341908450e+00,9.997636700000e-01,2.050933120000e+00
3.933333000000e+00,1.008344292640e+00,9.997512100000e-01,2.050546650000e+00
3.937500000000e+00,1.008347034450e+00,9.997395300000e-01,2.050161120000e+00
3.941667000000e+00,1.008349776270e+00,9.997286200000e-01,2.049776790000e+00
3.945833000000e+00,1.008352756500e+00,9.997184900000e-01,2.049393420000e+00
